species,p,lon,lat,Presence,bio_15,bio_19,bio_3,bio_4,CST,HII,LUCC,PC,s01,s02,s03,s04,s05,s06,s07,s08
Q.longispica,0.351294488,99.67173196,28.96733268,0,103,15,45,5686,11,9,21,1.84E-05,-0.033385001,-0.047906999,-0.044604,-0.015639,-0.045736,0.018185999,-0.034368999,-0.010426
Q.longispica,0.027764089,102.7970988,28.79013959,0,86,33,37,5435,9,14,22,-3.09E-05,-0.000993,0.004975,0.01443,0.025094001,0.002547,-0.02079,-0.004832,-0.027705001
Q.longispica,0.240725562,100.7055776,29.69386768,0,106,8,46,5954,11,8,21,-0.000188072,0.010942,-0.070565999,0.011086,0.035301998,-0.00952,0.045008,0.049166001,0.004125
Q.longispica,0.108894937,98.77338034,31.43509422,0,98,8,46,6270,9,9,21,-0.000259895,-0.026294,-0.002563,0.034494001,-0.013818,-0.026541,-0.022538999,0.009447,0.025008
Q.longispica,0.124665558,100.213639,30.77059648,0,101,11,45,6222,11,9,21,-0.000292801,0.019920001,-0.069435,0.021898,-0.022066001,0.006797,-0.024975,0.036403999,0.015526
Q.longispica,0.017071117,98.85701828,32.49947448,0,97,13,41,6926,9,6,32,-0.00026209,-0.010649,0.018629,0.048864,-0.016282,-0.049061999,0.020917,-0.023674,-0.038005002
Q.longispica,0.056425214,97.96042332,32.63133675,0,97,12,41,6956,9,11,53,0.000126512,-0.017856,0.032370001,0.043060999,0.003899,-0.045995001,0.059115998,-0.019632,-0.051654
Q.longispica,0.337226123,99.3563115,30.35271601,0,102,5,47,6035,9,5,22,-0.000470019,-0.02194,-0.058340002,-0.014563,-0.012978,-0.013763,-0.047446001,0.041358002,-0.000747
Q.longispica,0.052861731,96.60669122,30.22879949,0,93,14,43,6044,11,6,53,5.74E-06,-0.017852001,0.016764,-0.01997,0.027012,0.046172,0.008258,0.000262,0.038665999
Q.longispica,0.61539948,100.0849972,27.46053809,0,97,19,48,4718,3,22,31,-0.000457621,-0.026255,0.010811,0.002197,-0.055528998,-0.001257,0.021273,-0.021617001,0.059416
Q.longispica,0.220262825,101.7974509,29.80420556,0,95,22,42,5667,11,14,53,-7.83E-05,0.019673999,-0.03308,0.016097,0.041774999,0.014594,0.043285001,0.026287001,-0.018044
Q.longispica,0.054975402,97.63820605,28.89776997,0,87,21,44,5429,11,6,31,0.000135755,-0.017685,-2.60E-05,-0.031699002,0.006723,0.021648999,-0.008928,-0.017616,-0.021589
Q.longispica,0.40785256,98.97020752,28.31717083,0,91,24,44,5269,9,12,53,0.000737785,-0.031307001,-0.017139001,-0.047024,-0.036518,-0.024295,0.018135,-0.061354,-0.029983001
Q.longispica,0.038901713,98.6781509,30.43056561,0,98,10,44,6069,9,7,22,-1.77E-06,-0.042858999,-0.020121999,-0.034141999,0.009342,0.017262001,-0.042022001,0.018002,0.00951
Q.longispica,0.250394881,102.1239467,27.59627248,0,97,18,47,4734,10,18,21,-0.00032068,-0.007333,0.018479999,0.039662,0.047589999,0.012691,-0.068975002,-0.020888999,-0.046038002
Q.longispica,0.290087402,101.2523166,26.43551208,0,97,22,48,4501,9,18,21,-0.000139847,-0.008164,0.018343,0.019388,-0.009751,0.019614,-0.023686999,0.007308,0.001363
Q.longispica,0.206062555,101.3093181,30.52457801,0,94,14,44,6010,9,10,21,4.35E-05,0.049224999,-0.048997,0.013091,0.018564999,0.044447999,0.048978999,0.013883,-0.020535
Q.longispica,0.195826188,99.13139845,26.04802592,0,74,75,48,4416,9,22,12,-0.000525884,-0.006811,0.021258,0.003489,-0.049959,0.032056998,0.0154,0.052157,-0.030135
Q.longispica,0.346726596,98.99572517,27.57064772,0,82,48,45,4764,3,18,12,0.000163369,-0.018626999,0.004048,-0.017779,-0.046319,-0.004566,0.022608999,-0.027446,0.00089
Q.longispica,0.201131716,99.90884782,25.78889202,0,73,65,48,4391,9,10,11,-6.67E-05,-0.00656,0.025281001,0.007228,-0.052746002,0.040392999,0.01185,0.067432001,-0.039041001
Q.longispica,0.032967094,99.72618443,31.79547589,0,97,14,43,6672,7,12,32,0.000113989,0.014314,-0.025666,0.049417999,-0.04792,-0.01521,-0.04761,-0.019525999,0.026294
Q.longispica,0.149168521,102.1243264,27.93184071,0,97,17,45,4759,10,18,12,0.000122126,-0.006824,0.013797,0.041000001,0.056829002,0.007915,-0.062435001,-0.020097001,-0.043956999
Q.longispica,0.287204891,99.03026644,26.87811798,0,84,52,46,4565,9,18,23,-0.000267313,-0.010116,0.011943,-0.003365,-0.041423999,0.01191,0.016201001,0.008943,-0.001837
Q.longispica,0.039204977,103.2700623,31.83489006,0,77,22,43,5968,11,10,21,0.000119958,0.043232001,0.027438,-0.034334999,0.009381,-0.02328,-0.001395,0.00552,0.001227
Q.longispica,0.043558303,95.95696061,29.97878659,0,92,14,43,5967,0,2,53,0.00017349,-0.00388,0.004929,-0.004966,0.006737,0.012058,0.002097,0.000379,0.009235
Q.longispica,0.420871377,99.90504398,28.38143979,0,101,18,45,5422,9,14,53,0.00025537,-0.030108999,-0.023999,-0.015774,-0.022442,-0.040828001,0.031196,-0.045348998,0.053210001
Q.longispica,0.05271038,97.53628326,31.04078004,0,98,10,44,6338,9,8,22,-0.000556771,-0.038098998,0.031399,0.002564,0.036336999,0.024738999,0.038056001,0.003742,0.052198
Q.longispica,0.012060857,98.80176024,32.48465239,0,96,12,41,6929,11,10,32,-5.11E-05,-0.010649,0.018629,0.048864,-0.016282,-0.049061999,0.020917,-0.023674,-0.038005002
Q.longispica,0.026948588,99.14371044,32.83320586,0,95,13,41,7094,11,13,33,0.00010624,-0.002674,0.008422,0.034823,-0.018305,-0.031284999,0.002029,-0.020001,-0.020421
Q.longispica,0.156197309,102.806215,26.58242243,0,97,29,46,4664,9,18,21,-7.13E-05,-0.001222,0.006964,0.00853,0.009234,0.005055,-0.018846,-0.004025,-0.018051
Q.longispica,0.052342068,101.9050773,32.79143806,0,86,16,45,6661,9,10,12,-0.000220017,0.051702,0.026278,-0.032037001,-0.000351,-0.017106,-0.011605,-0.019621,0.021255
Q.longispica,0.059021123,100.7770705,30.9803638,0,96,12,44,6244,11,6,32,0.000373761,0.048053,-0.058532,0.02303,-0.014395,0.038382001,0.006251,0.004541,0.007493
Q.longispica,0.572273135,99.79537723,26.69177266,0,95,28,48,4485,9,10,21,-0.000255744,-0.01674,0.027543999,0.007411,-0.073629998,0.03497,0.018913001,0.039641,0.006381
Q.longispica,0.02776601,103.1428007,33.36857208,0,80,18,41,6734,9,11,31,-0.000149052,0.032648999,0.037494,-0.039103001,0.010629,-0.062870003,-0.025082,0.057397,0.018119
Q.longispica,0.19477661,101.5444402,27.02410866,0,97,20,47,4706,9,14,12,-0.000365208,-0.009895,0.021931,0.033454999,0.016093999,0.018959999,-0.053456001,-0.010392,-0.011425
Q.longispica,0.021959959,98.00072119,32.77284497,0,97,12,41,7029,11,7,32,-0.000272591,-0.0144,0.029262999,0.038787,0.002256,-0.043467,0.053886998,-0.019030999,-0.055881001
Q.longispica,0.114951789,99.17410479,31.42645009,0,96,8,46,6284,11,4,21,-0.000245548,-0.013304,-0.020385999,0.039748002,-0.030793,-0.027391,-0.044454999,0.010524,0.025965
Q.longispica,0.313537449,98.82718427,28.64252639,0,85,26,43,5402,9,12,22,-0.000300924,-0.035303,-0.024276,-0.06047,-0.022535,-0.016688,0.00147,-0.056671999,-0.057108998
Q.longispica,0.268923759,99.2927987,25.93708976,0,82,56,48,4375,9,18,21,0.000247437,-0.005592,0.020768,0.00364,-0.046363998,0.032079998,0.014121,0.054717001,-0.035069998
Q.longispica,0.02734552,102.5376872,33.1799829,0,83,16,43,6758,9,13,31,-0.000148174,0.039324999,0.034504998,-0.03827,0.007634,-0.047777999,-0.019818,0.028457001,0.020083999
Q.longispica,0.056605525,96.99255726,32.15969038,0,98,10,43,6826,11,19,23,-0.000195237,-0.015552,0.027181,0.017948,0.017511999,-0.010098,0.052184001,-0.005999,-0.00868
Q.longispica,0.023086259,102.7790832,33.63526907,0,82,14,41,6986,9,15,31,-3.16E-06,0.025657,0.028572001,-0.029469,0.007451,-0.045671999,-0.018789999,0.039508998,0.014223
Q.longispica,0.221830532,100.3904322,24.87948572,0,85,45,49,4027,3,18,21,0.000196143,-0.001122,0.007958,0.0018,-0.01327,0.011592,0.002994,0.021035001,-0.015830001
Q.longispica,0.099091321,98.44903169,29.76865175,0,95,10,45,5818,9,10,21,-0.000425799,-0.044638999,-0.018843999,-0.062999003,0.011532,0.028143,-0.034635,-0.011826,-0.030157
Q.longispica,0.119152114,97.85337061,28.42115361,0,82,31,43,5181,9,6,21,-0.00129012,-0.005822,-0.001194,-0.011194,-0.001936,0.002126,-0.001295,-0.009937,-0.012845
Q.longispica,0.056224611,97.60337244,31.66457816,0,96,11,43,6567,11,8,53,-6.98E-05,-0.030247999,0.037280001,0.027463,0.025334001,-0.012301,0.063359,-0.006284,0.009255
Q.longispica,0.046135627,97.12157733,29.79792328,0,92,15,44,5823,11,4,21,-0.000325387,-0.027752001,0.01357,-0.037531,0.030489,0.058290001,-0.003832,-0.006568,0.026387
Q.longispica,0.076514751,97.0401734,29.98135933,0,91,15,45,5885,11,8,21,-0.000247067,-0.025986999,0.017316001,-0.031744,0.033105001,0.059413001,0.002855,-0.002805,0.039620999
Q.longispica,0.086521007,102.9760665,26.48217322,0,86,26,45,5112,3,18,12,-1.36E-05,-0.000565,0.003698,0.004295,0.004812,0.002558,-0.009603,-0.002009,-0.009683
Q.longispica,0.040328342,102.5736777,32.17538208,0,84,25,42,6217,11,9,33,-0.00028824,0.066586003,0.035737999,-0.047045,0.008234,-0.026578,-0.005253,-0.008904,0.013403
Q.longispica,0.070915319,96.73481985,30.07541378,0,92,14,44,5950,11,4,53,-0.000220236,-0.022887999,0.018987,-0.025134999,0.032379001,0.055029999,0.008471,-0.00029,0.045118
Q.longispica,0.069210388,100.1639901,31.50821518,0,96,15,43,6547,11,9,32,-0.001097443,0.030890999,-0.039538998,0.040863,-0.045864001,0.008659,-0.043035001,-0.019933,0.031217
Q.longispica,0.190973222,100.9397006,25.52308286,0,88,36,48,4211,9,14,31,-0.000191174,-0.001224,0.005766,0.001977,-0.00959,0.008264,0.001105,0.01325,-0.007856
Q.longispica,0.033619177,101.6629796,32.55113965,0,87,16,45,6662,7,14,32,8.67E-05,0.052715,0.014665,-0.019374,-0.008522,0.00422,-0.008667,-0.042227998,0.020610999
Q.longispica,0.030241659,98.11540247,30.19913588,0,96,11,44,5978,9,11,31,-0.000238305,-0.046188999,-0.005213,-0.048517998,0.023557,0.042144999,-0.029633,0.002855,0.011482
Q.longispica,0.068197139,98.95439283,31.14899805,0,99,8,45,6305,9,4,22,6.71E-05,-0.023233,-0.018168001,0.026462,-0.019212,-0.020843999,-0.041724999,0.019337,0.028199
Q.longispica,0.04806561,98.47734924,32.53451897,0,95,12,42,6915,9,7,33,0.000255339,-0.015827,0.027711,0.048764002,-0.00587,-0.052142002,0.044133998,-0.022679999,-0.050928
Q.longispica,0.378050268,101.62257,26.53178437,0,98,21,47,4626,10,34,23,0.000222663,-0.005937,0.015921,0.020305,0.006195,0.014793,-0.033762999,-0.002937,-0.011398
Q.longispica,0.233924001,101.6275025,30.24114331,0,93,17,43,5875,9,10,32,0.00032411,0.042355001,-0.042970002,0.011948,0.027736999,0.038472001,0.054069001,0.018616,-0.02558
Q.longispica,0.057011075,98.75777266,30.16421012,0,99,9,45,5985,11,6,31,5.44E-05,-0.040886998,-0.033528998,-0.042181,0.002716,0.007826,-0.046177998,0.017026,-0.010695
Q.longispica,0.040217247,97.56441151,31.603629,0,98,11,44,6560,9,8,31,-0.000524311,-0.033181001,0.036054999,0.020683,0.029293001,-0.000914,0.056609999,-0.002559,0.025738001
Q.longispica,0.145878002,102.4531358,27.1659621,0,97,24,46,4706,9,14,21,-0.000744775,-0.005073,0.017467,0.029262001,0.032738,0.013208,-0.057659999,-0.015231,-0.045143999
Q.longispica,0.023242345,104.5863511,33.01585947,0,81,12,34,6979,9,14,22,-0.000294915,0.003965,0.005897,-0.005223,0.001672,-0.009248,-0.003632,0.010221,0.001067
Q.longispica,0.2698192,101.4480235,26.67573418,0,100,20,48,4586,7,14,21,-0.000143971,-0.009399,0.020740001,0.026938001,0.002299,0.019764001,-0.039289001,-0.002009,-0.002673
Q.longispica,0.546212912,100.6899722,27.30295593,0,103,13,48,4682,9,18,21,0.000306135,-0.021741999,0.019734001,0.024466,-0.030808,0.012835,-0.009427,-0.008169,0.058892
Q.longispica,0.007044457,96.1286225,30.36598492,0,95,14,43,6168,7,5,31,0.00011292,-0.008761,0.010459,-0.009445,0.014793,0.024731001,0.006257,0.001016,0.022069
Q.longispica,0.008404642,98.12787332,33.26676512,0,96,12,40,7291,11,11,32,5.26E-05,-0.005819,0.016964,0.021729,-0.001012,-0.026982,0.029113,-0.01204,-0.045205001
Q.longispica,0.183697551,101.8490868,30.38660306,0,91,21,42,5872,11,10,21,0.000136032,0.040775001,-0.033863999,0.008757,0.026788,0.037308,0.051536001,0.012285,-0.027804
Q.longispica,0.053320665,103.4765936,33.99697791,0,79,11,39,7147,9,22,22,0.000161643,0.015085,0.021136999,-0.019983999,0.006016,-0.036308002,-0.014911,0.038702998,0.007656
Q.longispica,0.329894394,101.3755396,27.06435003,0,100,18,48,4634,9,10,21,-0.000132843,-0.013117,0.022797,0.037542,0.013709,0.018614,-0.052267,-0.012276,0.005729
Q.longispica,0.104107372,100.0114876,30.48341085,0,103,9,45,6113,11,3,53,0.000341272,0.006521,-0.072136998,0.011469,-0.017639,-0.005065,-0.029229,0.047690999,0.010499
Q.longispica,0.029211469,102.9174328,29.09713707,0,85,30,34,5739,9,18,22,0.000201906,-9.20E-05,0.001423,0.002796,0.00507,0.00057,-0.004036,-0.000711,-0.006324
Q.longispica,0.588374734,100.1984617,28.20870204,0,97,15,48,5070,9,4,23,-8.95E-06,-0.028222,-0.013597,-0.001827,-0.020717001,-0.031676002,0.025007,-0.040644001,0.071313001
Q.longispica,0.220032349,98.91350486,26.45900614,0,79,70,47,4446,10,30,31,-3.63E-05,-0.00695,0.014819,0.000705,-0.039558001,0.019710001,0.013542,0.027620999,-0.012953
Q.longispica,0.009308776,101.6516802,33.12548073,0,88,16,43,6929,9,10,32,0.000385319,0.023538001,0.011888,-0.012891,-0.00198,-0.00561,-0.006554,-0.012979,0.010555
Q.longispica,0.535638571,101.1532103,29.84467133,0,100,10,45,5830,9,13,21,-6.20E-05,0.025428001,-0.060486,0.017131001,0.039340999,0.014086,0.053761002,0.044055998,-0.010895
Q.longispica,0.26586929,99.08005807,28.95582008,0,87,19,44,5561,9,12,22,0.00094589,-0.038112,-0.034306999,-0.063083,-0.019931,-0.023530999,-0.000906,-0.049563002,-0.054276999
Q.longispica,0.593883932,100.8709722,27.67249691,0,102,12,49,4777,9,22,12,-0.000566243,-0.021809001,0.008374,0.029308001,0.000266,-0.00427,-0.01399,-0.024811,0.068100996
Q.longispica,0.019072641,100.0430361,32.25676697,0,94,15,43,7057,9,14,32,-8.71E-06,0.016426001,-0.009542,0.037145998,-0.037416998,-0.010132,-0.030266,-0.034099001,0.014123
Q.longispica,0.048676737,99.76746482,31.72912789,0,94,13,44,6613,11,12,32,-0.000456148,0.014314,-0.025666,0.049417999,-0.04792,-0.01521,-0.04761,-0.019525999,0.026294
Q.longispica,0.61761266,100.0984088,26.63348281,0,99,23,48,4479,9,14,23,-0.000413804,-0.014855,0.030130001,0.011045,-0.071350001,0.041531,0.013982,0.052352998,-0.002761
Q.longispica,0.047517091,99.32329026,30.90662946,0,101,9,44,6262,11,4,21,0.000309537,-0.011468,-0.042775001,0.021296,-0.028051,-0.015931999,-0.055829,0.030699,0.024826
Q.longispica,0.061120648,98.61833926,30.87837557,0,98,10,44,6235,11,7,53,-0.000204849,-0.036773,-0.005079,0.006166,0.002764,-0.002347,-0.026951,0.019756,0.03407
Q.longispica,0.119729824,98.71808346,29.57833759,0,95,10,45,5787,9,6,31,-0.000261325,-0.042192999,-0.036348,-0.065002002,-0.002646,-6.00E-05,-0.030262001,-0.016930999,-0.051104002
Q.longispica,0.059599817,97.27450035,29.67329756,0,92,15,44,5742,0,3,31,-0.000992157,-0.027752001,0.01357,-0.037531,0.030489,0.058290001,-0.003832,-0.006568,0.026387
Q.longispica,0.155814141,99.07233119,25.6273666,0,75,68,48,4417,10,14,23,-0.000197537,-0.002635,0.014377,0.002244,-0.028462,0.021807,0.008961,0.039997,-0.030554
Q.longispica,0.073082611,99.77600933,30.63665817,0,101,10,45,6177,11,3,31,-0.00021021,0.002136,-0.062743001,0.017126,-0.026466999,-0.007873,-0.045878999,0.040240001,0.018031999
Q.longispica,0.023219761,103.2977072,27.90872442,0,89,36,39,5151,9,14,21,0.000177051,-0.001207,0.007803,0.013448,0.021474,0.004358,-0.026115,-0.00668,-0.033323999
Q.longispica,0.07243292,103.6226113,32.67170768,0,73,22,43,6214,9,12,23,0.000117933,0.034276001,0.036738001,-0.039485998,0.011055,-0.058694001,-0.02152,0.050882999,0.015048
Q.longispica,0.367812514,100.8056023,29.04148125,0,109,9,47,5770,9,14,21,0.000394572,-0.006284,-0.053603001,0.011931,0.043129999,-0.031582002,0.039804,0.020151,0.032242998
Q.longispica,0.021782326,98.1106676,31.71809734,0,100,9,44,6548,9,5,31,-8.38E-05,-0.03081,0.028876999,0.041393001,0.007852,-0.032515999,0.039377,-0.007422,0.002193
Q.longispica,0.069945477,102.9529524,29.27531364,0,87,41,32,5724,3,30,22,0.000441728,-4.00E-06,0.000725,0.001046,0.001941,0.000241,-0.001513,-0.00019,-0.002626
Q.longispica,0.035495114,99.79404416,31.2139642,0,99,12,44,6374,11,4,32,-2.27E-05,0.009242,-0.049139,0.034981001,-0.039085001,-0.007908,-0.052661002,0.017453,0.028633
Q.longispica,0.097398624,102.8363598,27.14316778,0,94,24,45,4897,3,18,23,-0.000357352,-0.002493,0.011121,0.017408,0.021659,0.007961,-0.036178,-0.009335,-0.034428999
Q.longispica,0.316057771,101.6992029,27.40282021,0,101,16,48,4653,9,14,31,-0.000133084,-0.012336,0.021201,0.042073,0.030440999,0.015305,-0.062112,-0.019221,-0.006013
Q.longispica,0.012228085,96.76250426,31.33251958,0,97,12,43,6506,9,7,31,0.000170057,-0.017578,0.022371,0.002098,0.023522999,0.016239,0.033750001,0.000256,0.026678
Q.longispica,0.018642619,102.8983622,31.67399387,0,82,29,41,5989,11,14,32,8.60E-05,0.059005,0.028313,-0.039243001,0.009609,-0.014001,0.004604,-0.010592,0.000376
Q.longispica,0.031860925,99.02265816,30.62368644,0,99,9,44,6159,11,8,32,0.000104254,-0.031994,-0.035884999,-0.012805,-0.007466,-0.004383,-0.051684,0.032242,0.012366
Q.longispica,0.272998065,102.1792223,27.54806481,0,97,18,46,4836,9,30,12,-8.07E-05,-0.007333,0.018479999,0.039662,0.047589999,0.012691,-0.068975002,-0.020888999,-0.046038002
Q.longispica,0.413182497,100.3767081,25.91010236,0,90,38,48,4270,9,10,22,-6.35E-05,-0.007477,0.024581,0.009495,-0.048517998,0.037583999,0.006654,0.056924,-0.025407
Q.longispica,0.023746135,102.9557671,34.0268021,0,84,16,39,6863,9,15,22,0.000532903,0.015151,0.02,-0.019192001,0.005467,-0.033298001,-0.013777,0.033610001,0.007925
Q.longispica,0.068805031,100.2976841,31.45548447,0,95,15,43,6534,11,9,53,-0.000187243,0.030890999,-0.039538998,0.040863,-0.045864001,0.008659,-0.043035001,-0.019933,0.031217
Q.longispica,0.076473266,100.3482401,30.5774494,0,101,11,44,6186,9,7,32,8.60E-05,0.023241,-0.074656002,0.017395001,-0.008697,0.010407,-0.003262,0.043767001,0.00715
Q.longispica,0.461443633,100.8501669,26.83773766,0,104,15,49,4463,9,14,21,0.000379566,-0.016499,0.025796,0.026495,-0.029688001,0.026246,-0.019977,0.009682,0.029658001
Q.longispica,0.022658937,103.0776547,31.8706001,0,80,28,42,6061,9,10,32,3.72E-05,0.054628,0.033989999,-0.043086998,0.010537,-0.030263999,-0.004152,0.00524,0.006351
Q.longispica,0.609374464,99.50833391,27.57813853,0,80,46,47,4735,3,22,21,-0.00093128,-0.025479,0.008369,-0.010067,-0.062643997,-0.003337,0.028847,-0.025917999,0.035654999
Q.longispica,0.250273466,100.8035566,29.11315246,0,108,10,46,5777,9,8,32,7.36E-05,-0.006284,-0.053603001,0.011931,0.043129999,-0.031582002,0.039804,0.020151,0.032242998
Q.longispica,0.417667747,99.03998509,29.90218243,0,105,3,49,5782,9,10,22,9.93E-05,-0.038401,-0.045097001,-0.047669999,-0.002583,-0.004085,-0.041986998,0.013848,-0.026974
Q.longispica,0.047036245,97.87414215,30.88177685,0,97,10,45,6258,11,8,31,-0.000242072,-0.041974999,0.024764,-0.006031,0.035,0.031205,0.020087,0.007328,0.056196999
Q.longispica,0.207821876,100.5530115,29.09515531,0,112,7,46,5950,9,4,23,-0.00011495,-0.010465,-0.057280999,0.003828,0.033404998,-0.037988,0.039085001,0.016338,0.033447001
Q.longispica,0.135105997,102.4387467,26.54567955,0,99,22,46,4890,9,18,12,-6.09E-05,-0.002698,0.011828,0.015551,0.01478,0.009311,-0.032791,-0.006915,-0.02681
Q.longispica,0.020380439,97.34120658,31.76444209,0,98,11,43,6617,11,8,31,-1.55E-05,-0.027775001,0.036490999,0.022628,0.027162001,-0.006316,0.063683003,-0.005415,0.011265
Q.longispica,0.025640262,99.43737098,31.94141521,0,97,13,43,6714,11,14,32,-0.000245314,-0.000125,-0.008052,0.054627001,-0.040523,-0.035360999,-0.032051999,-0.020083999,0.009872
Q.longispica,0.034080397,103.0426389,33.10405356,0,79,18,42,6617,9,5,52,-0.000260104,0.039914001,0.040550999,-0.043977998,0.010905,-0.063711002,-0.025157999,0.050581001,0.021197001
Q.longispica,0.048731614,103.260621,27.78197311,0,86,30,40,5282,9,22,12,-0.000459563,-0.001138,0.006946,0.011637,0.017966,0.004043,-0.023108,-0.005984,-0.028258
Q.longispica,0.041623741,102.3563582,32.40521747,0,84,18,45,6321,3,13,52,-0.000167401,0.066667996,0.035154998,-0.045612,0.005498,-0.025970001,-0.008843,-0.013648,0.019075001
Q.longispica,0.375689685,100.8141247,28.35616372,0,106,10,47,5350,9,14,31,0.000179917,-0.019633999,-0.017417001,0.022279,0.026355,-0.028207,0.008996,-0.022944,0.068246998
Q.longispica,0.041041333,104.4742902,33.49105688,0,77,13,36,6877,9,18,22,0.000499225,0.006695,0.01027,-0.009141,0.002949,-0.016997,-0.006839,0.019275,0.002291
Q.longispica,0.017110614,103.8226102,34.14052258,0,78,13,38,7032,9,10,31,-0.000301188,0.007109,0.01098,-0.009735,0.003083,-0.018337,-0.007554,0.020788999,0.002825
Q.longispica,0.064987592,97.37023997,30.1106803,0,92,13,44,5985,9,7,53,-0.00035384,-0.037099,0.017867999,-0.039551001,0.039549999,0.067014001,-0.000261,-0.002005,0.046096999
Q.longispica,0.006351497,96.47973952,31.6408156,0,97,12,42,6691,9,7,31,0.00019171,-0.004741,0.008337,0.003183,0.006557,0.000918,0.014387,-0.000605,0.002068
Q.longispica,0.012886777,98.21812258,33.07927995,0,96,11,41,7228,9,11,31,9.50E-06,-0.008197,0.021041,0.028666001,-0.001347,-0.034563001,0.036821999,-0.015569,-0.052648999
Q.longispica,0.322009385,100.6472075,29.06564104,0,108,6,47,5795,9,7,32,-0.00025436,-0.010465,-0.057280999,0.003828,0.033404998,-0.037988,0.039085001,0.016338,0.033447001
Q.longispica,0.101615213,98.15366705,29.22214656,0,89,17,44,5594,9,7,31,0.00021424,-0.035383999,-0.012488,-0.061850999,0.002178,0.020488,-0.019011,-0.036072999,-0.053481001
Q.longispica,0.29655242,100.3486834,26.31438295,0,88,38,48,4362,3,14,31,-0.00011611,-0.011754,0.028434001,0.013976,-0.056317002,0.040208999,0.00392,0.051135,-0.007659
Q.longispica,0.022168878,101.9188358,32.88920233,0,85,16,44,6704,9,10,31,0.000203624,0.041978002,0.024072001,-0.028091,0.000425,-0.018913999,-0.011755,-0.011294,0.018714
Q.longispica,0.097080983,98.94054851,25.28666847,0,70,76,48,4437,10,18,32,0.000165808,-0.001883,0.011932,0.001805,-0.022479,0.017805999,0.007094,0.033278,-0.026533
Q.longispica,0.235564947,99.22346897,25.9218635,0,79,63,48,4383,9,18,22,-0.000662908,-0.005592,0.020768,0.00364,-0.046363998,0.032079998,0.014121,0.054717001,-0.035069998
Q.longispica,0.024756247,97.83069261,31.49883394,0,98,11,44,6474,11,8,31,0.000261621,-0.034724999,0.034373999,0.024989,0.025207,-0.007502,0.051146001,-0.002432,0.023539999
Q.longispica,0.041715778,97.58287315,31.5309819,0,96,11,43,6489,9,8,22,-0.000141981,-0.033181001,0.036054999,0.020683,0.029293001,-0.000914,0.056609999,-0.002559,0.025738001
Q.longispica,0.333319664,99.30058915,26.38369123,0,88,44,48,4407,9,22,31,-0.000279549,-0.008138,0.020961,0.002908,-0.052296001,0.03032,0.016511999,0.046224002,-0.023050999
Q.longispica,0.040829554,103.3192506,32.16718909,0,77,23,43,6064,9,10,21,5.74E-06,0.040883001,0.033647999,-0.039078999,0.010408,-0.041995998,-0.011677,0.025372,0.00918
Q.longispica,0.015792247,102.4980432,33.66567134,0,84,14,41,6990,9,11,52,-4.98E-06,0.01023,0.011675,-0.011464,0.002793,-0.017408,-0.007353,0.014923,0.005112
Q.longispica,0.0534086,98.48672036,30.03841387,0,98,9,45,5943,9,6,32,0.00016521,-0.045669999,-0.014102,-0.047743,0.016563,0.030906999,-0.036805,0.006553,0.002155
Q.longispica,0.07075423,101.8014883,31.87764338,0,87,16,45,6305,9,18,21,-0.000161993,0.073646002,0.009566,-0.022438001,-0.006633,0.022375001,0.005138,-0.056093,0.012654
Q.longispica,0.389442116,101.6474334,28.23320879,0,95,14,47,4865,9,22,21,-4.76E-05,-0.011197,0.003539,0.043846998,0.057721,-0.003056,-0.040796001,-0.019882999,0.006728
Q.longispica,0.018382959,98.26808261,32.66788901,0,97,12,42,6993,11,11,31,-0.000186419,-0.014019,0.028286999,0.041871998,-0.00135,-0.047056001,0.049656998,-0.020802001,-0.05745
Q.longispica,0.032249711,103.1831324,31.96118103,0,78,25,43,6037,9,10,32,-6.95E-05,0.046867002,0.032574002,-0.039801002,0.01036,-0.033131,-0.006162,0.012657,0.005891
Q.longispica,0.154908419,98.89227914,27.00092269,0,80,63,46,4573,3,17,21,-0.000124266,-0.005779,0.006625,-0.002575,-0.023262,0.006189,0.009374,0.003946,-0.002141
Q.longispica,0.096653305,102.1438332,29.31230033,0,86,23,40,5403,3,18,23,0.000144216,0.005426,-0.011031,0.011364,0.026353,0.003369,0.012638,0.009563,-0.009877
Q.longispica,0.252645344,101.3727757,26.67238119,0,93,24,48,4598,3,27,32,-0.000300776,-0.009399,0.020740001,0.026938001,0.002299,0.019764001,-0.039289001,-0.002009,-0.002673
Q.longispica,0.459311485,100.3166064,28.05760263,0,92,18,48,4924,9,4,31,-3.03E-05,-0.02609,-0.012268,0.00767,-0.008488,-0.029201001,0.018499,-0.035551,0.077267997
Q.longispica,0.030046308,102.8144211,28.92769207,0,85,25,35,5749,9,14,32,-0.000688506,-0.000486,0.003099,0.009112,0.016214,0.001513,-0.012349,-0.002567,-0.017535999
Q.longispica,0.448560327,99.39151115,28.75022782,0,90,19,45,5462,9,0,31,0.000172166,-0.035479002,-0.037122,-0.049810998,-0.025658,-0.040460002,0.018336,-0.051492002,-0.019029001
Q.longispica,0.039558049,103.140667,32.98924359,0,78,18,43,6492,9,7,52,-1.20E-05,0.042479001,0.042947002,-0.047037002,0.012139,-0.067570999,-0.025695,0.054161999,0.021066001
